date,property_id,competitor_id,competitor_name,competitor_price,competitor_available_rooms,competitor_rating
2023-07-26,PROP007,COMP_3,Competitor Hotel 3,88.82,16,3.7
2023-07-26,PROP007,COMP_4,Competitor Hotel 4,102.76,31,3.5
2023-07-26,PROP008,COMP_1,Competitor Hotel 1,87.31,39,3.8
2023-07-26,PROP008,COMP_2,Competitor Hotel 2,75.76,39,3.5
2023-07-26,PROP008,COMP_3,Competitor Hotel 3,63.43,2,4.4
2023-07-26,PROP009,COMP_1,Competitor Hotel 1,121.93,2,3.9
2023-07-26,PROP009,COMP_2,Competitor Hotel 2,87.21,34,3.7
2023-07-26,PROP009,COMP_3,Competitor Hotel 3,73.46,50,4.6
2023-07-26,PROP009,COMP_4,Competitor Hotel 4,26.75,36,5.1
2023-07-26,PROP010,COMP_1,Competitor Hotel 1,94.44,17,4.1
2023-07-26,PROP010,COMP_2,Competitor Hotel 2,89.31,1,4.9
2023-07-26,PROP010,COMP_3,Competitor Hotel 3,76.96,35,4.1
2023-07-26,PROP010,COMP_4,Competitor Hotel 4,83.58,45,3.5
2023-07-27,PROP001,COMP_1,Competitor Hotel 1,31.59,7,3.8
2023-07-27,PROP001,COMP_2,Competitor Hotel 2,81.7,27,4.1
2023-07-27,PROP001,COMP_3,Competitor Hotel 3,137.82,7,4.3
2023-07-27,PROP002,COMP_1,Competitor Hotel 1,116.14,22,4.2
2023-07-27,PROP002,COMP_2,Competitor Hotel 2,108.54,9,3.8
2023-07-27,PROP002,COMP_3,Competitor Hotel 3,110.04,36,4.1
2023-07-27,PROP002,COMP_4,Competitor Hotel 4,91.09,44,4.7
2023-07-27,PROP002,COMP_5,Competitor Hotel 5,65.19,5,3.2
2023-07-27,PROP003,COMP_1,Competitor Hotel 1,101.35,14,4.5
2023-07-27,PROP003,COMP_2,Competitor Hotel 2,120.57,8,4.3
2023-07-27,PROP003,COMP_3,Competitor Hotel 3,130.55,31,4.5
2023-07-27,PROP003,COMP_4,Competitor Hotel 4,78.46,5,3.7
2023-07-27,PROP003,COMP_5,Competitor Hotel 5,118.73,15,4.8
2023-07-27,PROP004,COMP_1,Competitor Hotel 1,94.85,39,4.1
2023-07-27,PROP004,COMP_2,Competitor Hotel 2,112.41,29,4.8
2023-07-27,PROP004,COMP_3,Competitor Hotel 3,93.23,36,3.8
2023-07-27,PROP004,COMP_4,Competitor Hotel 4,109.03,10,4.2
2023-07-27,PROP005,COMP_1,Competitor Hotel 1,173.8,27,4.1
2023-07-27,PROP005,COMP_2,Competitor Hotel 2,130.97,35,3.3
2023-07-27,PROP005,COMP_3,Competitor Hotel 3,64.94,27,3.8
2023-07-27,PROP006,COMP_1,Competitor Hotel 1,82.67,3,3.1
2023-07-27,PROP006,COMP_2,Competitor Hotel 2,110.49,23,4.6
2023-07-27,PROP006,COMP_3,Competitor Hotel 3,45.39,38,4.7
2023-07-27,PROP006,COMP_4,Competitor Hotel 4,94.9,5,4.0
2023-07-27,PROP006,COMP_5,Competitor Hotel 5,53.9,47,3.9
2023-07-27,PROP007,COMP_1,Competitor Hotel 1,57.1,12,4.4
2023-07-27,PROP007,COMP_2,Competitor Hotel 2,83.09,45,4.7
2023-07-27,PROP007,COMP_3,Competitor Hotel 3,102.36,19,3.4
2023-07-27,PROP007,COMP_4,Competitor Hotel 4,107.58,31,4.6
2023-07-27,PROP007,COMP_5,Competitor Hotel 5,71.91,0,3.5
2023-07-27,PROP008,COMP_1,Competitor Hotel 1,129.93,43,3.6
2023-07-27,PROP008,COMP_2,Competitor Hotel 2,104.65,23,3.5
2023-07-27,PROP008,COMP_3,Competitor Hotel 3,142.49,1,3.4
2023-07-27,PROP008,COMP_4,Competitor Hotel 4,122.07,32,5.0
2023-07-27,PROP009,COMP_1,Competitor Hotel 1,114.48,38,3.8
2023-07-27,PROP009,COMP_2,Competitor Hotel 2,143.96,31,4.2
2023-07-27,PROP009,COMP_3,Competitor Hotel 3,88.28,17,4.0
2023-07-27,PROP009,COMP_4,Competitor Hotel 4,72.68,25,4.4
2023-07-27,PROP009,COMP_5,Competitor Hotel 5,105.81,35,2.6
2023-07-27,PROP010,COMP_1,Competitor Hotel 1,62.08,11,4.5
2023-07-27,PROP010,COMP_2,Competitor Hotel 2,111.72,11,3.5
2023-07-27,PROP010,COMP_3,Competitor Hotel 3,115.59,43,4.7
2023-07-28,PROP001,COMP_1,Competitor Hotel 1,70.21,24,4.0
2023-07-28,PROP001,COMP_2,Competitor Hotel 2,119.03,35,4.0
2023-07-28,PROP001,COMP_3,Competitor Hotel 3,141.74,17,4.1
2023-07-28,PROP002,COMP_1,Competitor Hotel 1,62.77,32,3.9
2023-07-28,PROP002,COMP_2,Competitor Hotel 2,60.94,21,4.5
2023-07-28,PROP002,COMP_3,Competitor Hotel 3,170.8,9,4.7
2023-07-28,PROP002,COMP_4,Competitor Hotel 4,102.29,13,4.8
2023-07-28,PROP003,COMP_1,Competitor Hotel 1,156.18,19,3.5
2023-07-28,PROP003,COMP_2,Competitor Hotel 2,82.92,7,4.1
2023-07-28,PROP003,COMP_3,Competitor Hotel 3,98.19,22,4.4
2023-07-28,PROP004,COMP_1,Competitor Hotel 1,112.91,13,4.5
2023-07-28,PROP004,COMP_2,Competitor Hotel 2,132.28,44,3.6
2023-07-28,PROP004,COMP_3,Competitor Hotel 3,96.16,40,3.6
2023-07-28,PROP004,COMP_4,Competitor Hotel 4,60.21,41,3.3
2023-07-28,PROP004,COMP_5,Competitor Hotel 5,39.27,13,3.5
2023-07-28,PROP005,COMP_1,Competitor Hotel 1,93.76,21,4.4
2023-07-28,PROP005,COMP_2,Competitor Hotel 2,151.56,33,3.3
2023-07-28,PROP005,COMP_3,Competitor Hotel 3,133.43,32,4.0
2023-07-28,PROP005,COMP_4,Competitor Hotel 4,111.16,30,3.0
2023-07-28,PROP006,COMP_1,Competitor Hotel 1,86.21,45,4.5
2023-07-28,PROP006,COMP_2,Competitor Hotel 2,61.07,33,5.3
2023-07-28,PROP006,COMP_3,Competitor Hotel 3,142.39,18,4.6
2023-07-28,PROP006,COMP_4,Competitor Hotel 4,128.64,4,4.4
2023-07-28,PROP007,COMP_1,Competitor Hotel 1,71.04,38,4.2
2023-07-28,PROP007,COMP_2,Competitor Hotel 2,72.74,2,4.4
2023-07-28,PROP007,COMP_3,Competitor Hotel 3,47.94,47,4.3
2023-07-28,PROP007,COMP_4,Competitor Hotel 4,76.13,8,4.1
2023-07-28,PROP007,COMP_5,Competitor Hotel 5,102.0,8,4.6
2023-07-28,PROP008,COMP_1,Competitor Hotel 1,85.8,36,4.4
2023-07-28,PROP008,COMP_2,Competitor Hotel 2,120.52,33,4.3
2023-07-28,PROP008,COMP_3,Competitor Hotel 3,95.54,36,3.8
2023-07-28,PROP008,COMP_4,Competitor Hotel 4,63.37,35,3.7
2023-07-28,PROP009,COMP_1,Competitor Hotel 1,76.73,27,3.6
2023-07-28,PROP009,COMP_2,Competitor Hotel 2,99.68,7,4.2
2023-07-28,PROP009,COMP_3,Competitor Hotel 3,98.49,21,3.8
2023-07-28,PROP010,COMP_1,Competitor Hotel 1,80.97,11,3.6
2023-07-28,PROP010,COMP_2,Competitor Hotel 2,88.74,14,4.0
2023-07-28,PROP010,COMP_3,Competitor Hotel 3,84.52,34,4.9
2023-07-28,PROP010,COMP_4,Competitor Hotel 4,65.98,34,4.8
2023-07-29,PROP001,COMP_1,Competitor Hotel 1,79.85,1,4.1
2023-07-29,PROP001,COMP_2,Competitor Hotel 2,119.63,7,4.5
2023-07-29,PROP001,COMP_3,Competitor Hotel 3,42.18,7,4.5
2023-07-29,PROP001,COMP_4,Competitor Hotel 4,122.2,44,3.8
2023-07-29,PROP002,COMP_1,Competitor Hotel 1,132.86,29,4.1
2023-07-29,PROP002,COMP_2,Competitor Hotel 2,123.65,19,3.7
2023-07-29,PROP002,COMP_3,Competitor Hotel 3,94.98,6,3.4
2023-07-29,PROP003,COMP_1,Competitor Hotel 1,101.53,49,5.1
2023-07-29,PROP003,COMP_2,Competitor Hotel 2,68.02,46,4.3
2023-07-29,PROP003,COMP_3,Competitor Hotel 3,55.5,33,3.9
2023-07-29,PROP004,COMP_1,Competitor Hotel 1,100.11,8,4.2
2023-07-29,PROP004,COMP_2,Competitor Hotel 2,85.49,46,3.9
2023-07-29,PROP004,COMP_3,Competitor Hotel 3,151.0,50,5.0
2023-07-29,PROP005,COMP_1,Competitor Hotel 1,34.47,17,4.0
2023-07-29,PROP005,COMP_2,Competitor Hotel 2,50.85,21,4.1
2023-07-29,PROP005,COMP_3,Competitor Hotel 3,142.58,20,4.4
2023-07-29,PROP006,COMP_1,Competitor Hotel 1,127.54,7,3.2
2023-07-29,PROP006,COMP_2,Competitor Hotel 2,68.9,50,4.1
2023-07-29,PROP006,COMP_3,Competitor Hotel 3,69.32,26,4.1
2023-07-29,PROP006,COMP_4,Competitor Hotel 4,63.56,48,4.1
2023-07-29,PROP007,COMP_1,Competitor Hotel 1,84.87,41,4.2
2023-07-29,PROP007,COMP_2,Competitor Hotel 2,122.99,31,3.5
2023-07-29,PROP007,COMP_3,Competitor Hotel 3,56.57,9,3.2
2023-07-29,PROP008,COMP_1,Competitor Hotel 1,79.84,46,4.1
2023-07-29,PROP008,COMP_2,Competitor Hotel 2,97.05,23,4.2
2023-07-29,PROP008,COMP_3,Competitor Hotel 3,78.74,3,3.9
2023-07-29,PROP008,COMP_4,Competitor Hotel 4,103.85,32,3.2
2023-07-29,PROP008,COMP_5,Competitor Hotel 5,153.1,31,4.2
2023-07-29,PROP009,COMP_1,Competitor Hotel 1,114.29,15,4.9
2023-07-29,PROP009,COMP_2,Competitor Hotel 2,110.37,8,3.9
2023-07-29,PROP009,COMP_3,Competitor Hotel 3,80.22,4,4.1
2023-07-29,PROP009,COMP_4,Competitor Hotel 4,105.76,4,4.3
2023-07-29,PROP010,COMP_1,Competitor Hotel 1,90.35,25,4.7
2023-07-29,PROP010,COMP_2,Competitor Hotel 2,170.48,45,4.0
2023-07-29,PROP010,COMP_3,Competitor Hotel 3,83.13,15,3.6
2023-07-29,PROP010,COMP_4,Competitor Hotel 4,74.04,16,4.3
2023-07-29,PROP010,COMP_5,Competitor Hotel 5,108.67,35,4.1
2023-07-30,PROP001,COMP_1,Competitor Hotel 1,124.24,0,4.4
2023-07-30,PROP001,COMP_2,Competitor Hotel 2,84.35,15,3.9
2023-07-30,PROP001,COMP_3,Competitor Hotel 3,128.12,36,4.5
2023-07-30,PROP001,COMP_4,Competitor Hotel 4,26.37,7,4.1
2023-07-30,PROP002,COMP_1,Competitor Hotel 1,59.92,50,3.2
2023-07-30,PROP002,COMP_2,Competitor Hotel 2,98.84,25,3.9
2023-07-30,PROP002,COMP_3,Competitor Hotel 3,115.32,18,4.4
2023-07-30,PROP002,COMP_4,Competitor Hotel 4,87.1,13,3.6
2023-07-30,PROP002,COMP_5,Competitor Hotel 5,148.45,23,3.7
2023-07-30,PROP003,COMP_1,Competitor Hotel 1,70.59,29,4.4
2023-07-30,PROP003,COMP_2,Competitor Hotel 2,73.89,43,4.4
2023-07-30,PROP003,COMP_3,Competitor Hotel 3,130.34,29,4.8
2023-07-30,PROP004,COMP_1,Competitor Hotel 1,46.46,12,4.2
2023-07-30,PROP004,COMP_2,Competitor Hotel 2,95.75,32,4.7
2023-07-30,PROP004,COMP_3,Competitor Hotel 3,72.34,5,4.1
2023-07-30,PROP004,COMP_4,Competitor Hotel 4,29.8,39,3.3
2023-07-30,PROP005,COMP_1,Competitor Hotel 1,27.69,12,4.4
2023-07-30,PROP005,COMP_2,Competitor Hotel 2,112.13,33,4.0
2023-07-30,PROP005,COMP_3,Competitor Hotel 3,112.01,49,3.2
2023-07-30,PROP005,COMP_4,Competitor Hotel 4,119.24,8,3.3
2023-07-30,PROP006,COMP_1,Competitor Hotel 1,120.71,6,4.1
2023-07-30,PROP006,COMP_2,Competitor Hotel 2,108.02,23,3.5
2023-07-30,PROP006,COMP_3,Competitor Hotel 3,93.21,49,4.2
2023-07-30,PROP006,COMP_4,Competitor Hotel 4,78.49,34,3.1
2023-07-30,PROP007,COMP_1,Competitor Hotel 1,124.61,39,4.3
2023-07-30,PROP007,COMP_2,Competitor Hotel 2,103.89,8,3.7
2023-07-30,PROP007,COMP_3,Competitor Hotel 3,99.23,44,3.3
2023-07-30,PROP007,COMP_4,Competitor Hotel 4,46.13,7,3.8
2023-07-30,PROP007,COMP_5,Competitor Hotel 5,120.93,32,4.1
2023-07-30,PROP008,COMP_1,Competitor Hotel 1,47.32,27,3.6
2023-07-30,PROP008,COMP_2,Competitor Hotel 2,120.48,31,3.6
2023-07-30,PROP008,COMP_3,Competitor Hotel 3,123.24,27,3.9
2023-07-30,PROP008,COMP_4,Competitor Hotel 4,80.05,4,3.7
2023-07-30,PROP009,COMP_1,Competitor Hotel 1,123.84,20,4.2
2023-07-30,PROP009,COMP_2,Competitor Hotel 2,126.02,12,4.1
2023-07-30,PROP009,COMP_3,Competitor Hotel 3,86.52,47,4.5
2023-07-30,PROP009,COMP_4,Competitor Hotel 4,104.29,43,3.9
2023-07-30,PROP010,COMP_1,Competitor Hotel 1,142.91,37,3.0
2023-07-30,PROP010,COMP_2,Competitor Hotel 2,124.59,8,3.5
2023-07-30,PROP010,COMP_3,Competitor Hotel 3,142.89,37,4.5
2023-07-31,PROP001,COMP_1,Competitor Hotel 1,154.64,25,4.7
2023-07-31,PROP001,COMP_2,Competitor Hotel 2,144.59,17,4.7
2023-07-31,PROP001,COMP_3,Competitor Hotel 3,158.78,4,3.8
2023-07-31,PROP001,COMP_4,Competitor Hotel 4,94.83,25,4.5
2023-07-31,PROP002,COMP_1,Competitor Hotel 1,104.44,5,4.1
2023-07-31,PROP002,COMP_2,Competitor Hotel 2,91.6,6,3.8
2023-07-31,PROP002,COMP_3,Competitor Hotel 3,53.39,11,3.6
2023-07-31,PROP002,COMP_4,Competitor Hotel 4,111.69,42,4.1
2023-07-31,PROP003,COMP_1,Competitor Hotel 1,97.22,34,4.2
2023-07-31,PROP003,COMP_2,Competitor Hotel 2,93.4,26,4.5
2023-07-31,PROP003,COMP_3,Competitor Hotel 3,93.86,43,4.0
2023-07-31,PROP004,COMP_1,Competitor Hotel 1,93.69,11,4.3
2023-07-31,PROP004,COMP_2,Competitor Hotel 2,79.42,42,4.3
2023-07-31,PROP004,COMP_3,Competitor Hotel 3,72.53,0,3.6
2023-07-31,PROP004,COMP_4,Competitor Hotel 4,66.67,28,4.2
2023-07-31,PROP005,COMP_1,Competitor Hotel 1,10.97,24,4.3
2023-07-31,PROP005,COMP_2,Competitor Hotel 2,77.7,20,4.3
2023-07-31,PROP005,COMP_3,Competitor Hotel 3,145.33,13,4.2
2023-07-31,PROP005,COMP_4,Competitor Hotel 4,98.2,36,3.4
2023-07-31,PROP005,COMP_5,Competitor Hotel 5,83.71,30,3.2
2023-07-31,PROP006,COMP_1,Competitor Hotel 1,108.58,9,3.9
2023-07-31,PROP006,COMP_2,Competitor Hotel 2,128.88,36,3.3
2023-07-31,PROP006,COMP_3,Competitor Hotel 3,111.64,7,4.2
2023-07-31,PROP006,COMP_4,Competitor Hotel 4,118.36,32,5.3
2023-07-31,PROP007,COMP_1,Competitor Hotel 1,124.97,32,3.6
2023-07-31,PROP007,COMP_2,Competitor Hotel 2,143.15,21,3.8
2023-07-31,PROP007,COMP_3,Competitor Hotel 3,89.6,30,3.5
2023-07-31,PROP007,COMP_4,Competitor Hotel 4,17.18,24,4.6
2023-07-31,PROP008,COMP_1,Competitor Hotel 1,128.89,17,3.3
2023-07-31,PROP008,COMP_2,Competitor Hotel 2,141.8,43,4.0
2023-07-31,PROP008,COMP_3,Competitor Hotel 3,126.15,49,3.9
2023-07-31,PROP009,COMP_1,Competitor Hotel 1,55.15,26,4.4
2023-07-31,PROP009,COMP_2,Competitor Hotel 2,146.02,38,4.0
2023-07-31,PROP009,COMP_3,Competitor Hotel 3,70.0,5,4.6
2023-07-31,PROP009,COMP_4,Competitor Hotel 4,93.68,29,4.0
2023-07-31,PROP010,COMP_1,Competitor Hotel 1,94.63,5,3.9
2023-07-31,PROP010,COMP_2,Competitor Hotel 2,101.57,24,4.5
2023-07-31,PROP010,COMP_3,Competitor Hotel 3,129.88,46,4.6
2023-07-31,PROP010,COMP_4,Competitor Hotel 4,69.25,37,2.9
2023-08-01,PROP001,COMP_1,Competitor Hotel 1,78.7,48,4.6
2023-08-01,PROP001,COMP_2,Competitor Hotel 2,95.23,38,3.7
2023-08-01,PROP001,COMP_3,Competitor Hotel 3,124.63,28,4.6
2023-08-01,PROP002,COMP_1,Competitor Hotel 1,74.02,9,3.7
2023-08-01,PROP002,COMP_2,Competitor Hotel 2,97.42,47,3.9
2023-08-01,PROP002,COMP_3,Competitor Hotel 3,89.77,35,4.4
2023-08-01,PROP003,COMP_1,Competitor Hotel 1,102.84,22,3.4
2023-08-01,PROP003,COMP_2,Competitor Hotel 2,98.63,5,3.7
2023-08-01,PROP003,COMP_3,Competitor Hotel 3,81.94,26,3.4
2023-08-01,PROP003,COMP_4,Competitor Hotel 4,130.87,49,4.7
2023-08-01,PROP003,COMP_5,Competitor Hotel 5,26.53,29,4.1
2023-08-01,PROP004,COMP_1,Competitor Hotel 1,99.72,11,4.6
2023-08-01,PROP004,COMP_2,Competitor Hotel 2,97.82,44,4.7
2023-08-01,PROP004,COMP_3,Competitor Hotel 3,101.03,19,4.4
2023-08-01,PROP004,COMP_4,Competitor Hotel 4,128.08,19,4.5
2023-08-01,PROP005,COMP_1,Competitor Hotel 1,111.29,41,2.8
2023-08-01,PROP005,COMP_2,Competitor Hotel 2,122.57,36,3.7
2023-08-01,PROP005,COMP_3,Competitor Hotel 3,102.95,45,4.5
2023-08-01,PROP005,COMP_4,Competitor Hotel 4,112.49,1,4.2
2023-08-01,PROP005,COMP_5,Competitor Hotel 5,98.23,29,3.2
2023-08-01,PROP006,COMP_1,Competitor Hotel 1,124.36,28,4.4
2023-08-01,PROP006,COMP_2,Competitor Hotel 2,118.45,20,4.3
2023-08-01,PROP006,COMP_3,Competitor Hotel 3,75.16,2,4.2
2023-08-01,PROP006,COMP_4,Competitor Hotel 4,79.81,14,3.9
2023-08-01,PROP006,COMP_5,Competitor Hotel 5,88.58,15,3.6
2023-08-01,PROP007,COMP_1,Competitor Hotel 1,106.21,21,4.2
2023-08-01,PROP007,COMP_2,Competitor Hotel 2,110.8,22,4.1
2023-08-01,PROP007,COMP_3,Competitor Hotel 3,69.96,42,4.3
2023-08-01,PROP007,COMP_4,Competitor Hotel 4,168.47,32,4.7
2023-08-01,PROP008,COMP_1,Competitor Hotel 1,113.06,26,4.0
2023-08-01,PROP008,COMP_2,Competitor Hotel 2,81.09,4,3.3
2023-08-01,PROP008,COMP_3,Competitor Hotel 3,140.95,4,4.6
2023-08-01,PROP008,COMP_4,Competitor Hotel 4,90.66,37,3.3
2023-08-01,PROP008,COMP_5,Competitor Hotel 5,115.33,26,4.8
2023-08-01,PROP009,COMP_1,Competitor Hotel 1,73.8,43,4.0
2023-08-01,PROP009,COMP_2,Competitor Hotel 2,57.44,49,4.4
2023-08-01,PROP009,COMP_3,Competitor Hotel 3,74.53,43,4.6
2023-08-01,PROP009,COMP_4,Competitor Hotel 4,62.02,20,3.8
2023-08-01,PROP010,COMP_1,Competitor Hotel 1,89.72,42,4.2
2023-08-01,PROP010,COMP_2,Competitor Hotel 2,84.5,10,4.3
2023-08-01,PROP010,COMP_3,Competitor Hotel 3,106.57,34,2.9
2023-08-01,PROP010,COMP_4,Competitor Hotel 4,109.71,34,3.7
2023-08-01,PROP010,COMP_5,Competitor Hotel 5,108.28,31,4.4
2023-08-02,PROP001,COMP_1,Competitor Hotel 1,103.69,47,4.0
2023-08-02,PROP001,COMP_2,Competitor Hotel 2,136.53,33,3.8
2023-08-02,PROP001,COMP_3,Competitor Hotel 3,66.5,23,3.4
2023-08-02,PROP001,COMP_4,Competitor Hotel 4,129.13,44,3.7
2023-08-02,PROP001,COMP_5,Competitor Hotel 5,102.55,2,4.3
2023-08-02,PROP002,COMP_1,Competitor Hotel 1,101.9,21,3.8
2023-08-02,PROP002,COMP_2,Competitor Hotel 2,116.83,41,3.8
2023-08-02,PROP002,COMP_3,Competitor Hotel 3,98.55,46,4.1
2023-08-02,PROP003,COMP_1,Competitor Hotel 1,82.46,19,4.8
2023-08-02,PROP003,COMP_2,Competitor Hotel 2,80.42,24,3.7
2023-08-02,PROP003,COMP_3,Competitor Hotel 3,91.04,28,3.3
2023-08-02,PROP004,COMP_1,Competitor Hotel 1,118.19,50,4.7
2023-08-02,PROP004,COMP_2,Competitor Hotel 2,68.58,30,4.0
2023-08-02,PROP004,COMP_3,Competitor Hotel 3,154.82,46,3.9
2023-08-02,PROP004,COMP_4,Competitor Hotel 4,89.84,5,3.4
2023-08-02,PROP004,COMP_5,Competitor Hotel 5,70.32,2,4.1
2023-08-02,PROP005,COMP_1,Competitor Hotel 1,83.11,36,3.7
2023-08-02,PROP005,COMP_2,Competitor Hotel 2,130.1,37,3.9
2023-08-02,PROP005,COMP_3,Competitor Hotel 3,79.39,41,4.3
2023-08-02,PROP005,COMP_4,Competitor Hotel 4,77.48,19,3.9
2023-08-02,PROP006,COMP_1,Competitor Hotel 1,93.89,14,3.7
2023-08-02,PROP006,COMP_2,Competitor Hotel 2,52.59,34,3.6
2023-08-02,PROP006,COMP_3,Competitor Hotel 3,101.48,39,4.1
2023-08-02,PROP007,COMP_1,Competitor Hotel 1,104.88,29,4.8
2023-08-02,PROP007,COMP_2,Competitor Hotel 2,82.01,35,3.4
2023-08-02,PROP007,COMP_3,Competitor Hotel 3,97.25,26,3.6
2023-08-02,PROP007,COMP_4,Competitor Hotel 4,113.97,5,4.2
2023-08-02,PROP007,COMP_5,Competitor Hotel 5,147.08,35,3.5
2023-08-02,PROP008,COMP_1,Competitor Hotel 1,96.31,15,3.3
2023-08-02,PROP008,COMP_2,Competitor Hotel 2,108.51,3,4.2
2023-08-02,PROP008,COMP_3,Competitor Hotel 3,109.19,45,4.3
2023-08-02,PROP009,COMP_1,Competitor Hotel 1,79.54,7,4.3
2023-08-02,PROP009,COMP_2,Competitor Hotel 2,115.92,21,4.0
2023-08-02,PROP009,COMP_3,Competitor Hotel 3,105.43,0,4.6
2023-08-02,PROP010,COMP_1,Competitor Hotel 1,108.89,46,4.0
2023-08-02,PROP010,COMP_2,Competitor Hotel 2,91.3,22,4.7
2023-08-02,PROP010,COMP_3,Competitor Hotel 3,53.68,34,2.7
2023-08-03,PROP001,COMP_1,Competitor Hotel 1,121.11,30,3.6
2023-08-03,PROP001,COMP_2,Competitor Hotel 2,182.07,35,4.0
2023-08-03,PROP001,COMP_3,Competitor Hotel 3,97.03,7,4.3
2023-08-03,PROP001,COMP_4,Competitor Hotel 4,90.13,7,4.2
2023-08-03,PROP001,COMP_5,Competitor Hotel 5,81.09,11,4.8
2023-08-03,PROP002,COMP_1,Competitor Hotel 1,118.47,28,4.7
2023-08-03,PROP002,COMP_2,Competitor Hotel 2,117.58,15,3.5
2023-08-03,PROP002,COMP_3,Competitor Hotel 3,120.71,24,3.8
2023-08-03,PROP002,COMP_4,Competitor Hotel 4,128.59,6,3.2
2023-08-03,PROP002,COMP_5,Competitor Hotel 5,148.1,11,4.3
2023-08-03,PROP003,COMP_1,Competitor Hotel 1,102.74,21,3.8
2023-08-03,PROP003,COMP_2,Competitor Hotel 2,123.91,50,3.7
2023-08-03,PROP003,COMP_3,Competitor Hotel 3,113.39,6,4.1
2023-08-03,PROP004,COMP_1,Competitor Hotel 1,81.78,50,4.1
2023-08-03,PROP004,COMP_2,Competitor Hotel 2,106.44,27,4.1
2023-08-03,PROP004,COMP_3,Competitor Hotel 3,88.8,39,3.9
2023-08-03,PROP004,COMP_4,Competitor Hotel 4,90.8,39,3.5
2023-08-03,PROP004,COMP_5,Competitor Hotel 5,75.6,33,3.9
2023-08-03,PROP005,COMP_1,Competitor Hotel 1,101.58,5,4.4
2023-08-03,PROP005,COMP_2,Competitor Hotel 2,94.74,44,3.6
2023-08-03,PROP005,COMP_3,Competitor Hotel 3,150.09,39,4.9
2023-08-03,PROP005,COMP_4,Competitor Hotel 4,165.8,34,4.0
2023-08-03,PROP006,COMP_1,Competitor Hotel 1,158.47,44,4.2
2023-08-03,PROP006,COMP_2,Competitor Hotel 2,82.12,38,4.8
2023-08-03,PROP006,COMP_3,Competitor Hotel 3,108.14,14,3.2
2023-08-03,PROP006,COMP_4,Competitor Hotel 4,81.22,42,3.7
2023-08-03,PROP007,COMP_1,Competitor Hotel 1,8.29,46,4.0
2023-08-03,PROP007,COMP_2,Competitor Hotel 2,65.11,4,4.4
2023-08-03,PROP007,COMP_3,Competitor Hotel 3,89.89,33,3.5
2023-08-03,PROP007,COMP_4,Competitor Hotel 4,111.01,39,4.2
2023-08-03,PROP008,COMP_1,Competitor Hotel 1,138.07,6,3.4
2023-08-03,PROP008,COMP_2,Competitor Hotel 2,90.96,38,4.1
2023-08-03,PROP008,COMP_3,Competitor Hotel 3,73.18,13,3.4
2023-08-03,PROP008,COMP_4,Competitor Hotel 4,128.14,45,3.9
2023-08-03,PROP009,COMP_1,Competitor Hotel 1,133.0,11,4.9
2023-08-03,PROP009,COMP_2,Competitor Hotel 2,61.92,18,3.4
2023-08-03,PROP009,COMP_3,Competitor Hotel 3,130.53,39,3.4
2023-08-03,PROP010,COMP_1,Competitor Hotel 1,169.35,43,4.1
2023-08-03,PROP010,COMP_2,Competitor Hotel 2,40.93,6,4.4
2023-08-03,PROP010,COMP_3,Competitor Hotel 3,102.53,37,3.6
2023-08-03,PROP010,COMP_4,Competitor Hotel 4,68.8,48,4.2
2023-08-04,PROP001,COMP_1,Competitor Hotel 1,61.9,28,3.4
2023-08-04,PROP001,COMP_2,Competitor Hotel 2,121.17,25,3.2
2023-08-04,PROP001,COMP_3,Competitor Hotel 3,99.1,23,3.2
2023-08-04,PROP002,COMP_1,Competitor Hotel 1,112.31,45,3.2
2023-08-04,PROP002,COMP_2,Competitor Hotel 2,114.82,33,3.9
2023-08-04,PROP002,COMP_3,Competitor Hotel 3,101.28,33,4.0
2023-08-04,PROP002,COMP_4,Competitor Hotel 4,137.51,19,4.5
2023-08-04,PROP003,COMP_1,Competitor Hotel 1,116.84,43,4.1
2023-08-04,PROP003,COMP_2,Competitor Hotel 2,92.0,15,4.3
2023-08-04,PROP003,COMP_3,Competitor Hotel 3,83.26,1,3.9
2023-08-04,PROP004,COMP_1,Competitor Hotel 1,92.78,45,4.0
2023-08-04,PROP004,COMP_2,Competitor Hotel 2,132.62,18,4.7
2023-08-04,PROP004,COMP_3,Competitor Hotel 3,95.87,8,4.3
2023-08-04,PROP004,COMP_4,Competitor Hotel 4,87.11,41,4.2
2023-08-04,PROP005,COMP_1,Competitor Hotel 1,40.4,36,3.8
2023-08-04,PROP005,COMP_2,Competitor Hotel 2,93.87,21,3.6
2023-08-04,PROP005,COMP_3,Competitor Hotel 3,102.16,46,4.1
2023-08-04,PROP005,COMP_4,Competitor Hotel 4,126.91,26,4.5
2023-08-04,PROP006,COMP_1,Competitor Hotel 1,76.05,3,4.4
2023-08-04,PROP006,COMP_2,Competitor Hotel 2,112.43,41,3.5
2023-08-04,PROP006,COMP_3,Competitor Hotel 3,103.96,37,4.1
2023-08-04,PROP006,COMP_4,Competitor Hotel 4,82.25,7,3.4
2023-08-04,PROP006,COMP_5,Competitor Hotel 5,89.47,45,4.1
2023-08-04,PROP007,COMP_1,Competitor Hotel 1,47.84,47,3.4
2023-08-04,PROP007,COMP_2,Competitor Hotel 2,61.1,38,4.7
2023-08-04,PROP007,COMP_3,Competitor Hotel 3,82.43,10,5.1
